"FRAUDFOUND","WEEKOFMONTH","DAYOFWEEK","MAKE","ACCIDENTAREA","DAYOFWEEKCLAIMED","MONTHCLAIMED","WEEKOFMONTHCLAIMED","SEX","MARITALSTATUS","FAULT","VEHICLECATEGORY","VEHICLEPRICE","POLICYNUMBER","REPNUMBER","DEDUCTIBLE","DRIVERRATING","DAYS:POLICY-ACCIDENT","DAYS:POLICY-CLAIM","PASTNUMBEROFCLAIMS","AGEOFVEHICLE","AGEOFPOLICYHOLDER","POLICEREPORTFILED","WITNESSPRESENT","AGENTTYPE","NUMBEROFSUPPLIMENTS","ADDRESSCHANGE-CLAIM","NUMBEROFCARS","BASEPOLICY"
"Yes",4,"Monday","Accura","Urban","Tuesday","May",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",3118,7,400,4,"morethan30","morethan30","2to4","7years","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Tuesday","Honda","Urban","Monday","May",1,"Male","Single","PolicyHolder","Sedan","more than 69_000",3130,8,400,3,"morethan30","morethan30","none","new","16to17","No","No","External","none","4to8years","2vehicles","AllPerils"
"Yes",4,"Tuesday","Toyota","Urban","Tuesday","Apr",4,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",3132,6,700,3,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",4,"Tuesday","Mazda","Rural","Thursday","May",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",3141,1,400,4,"morethan30","morethan30","none","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"Yes",4,"Tuesday","Toyota","Urban","Tuesday","May",3,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",3143,10,400,3,"morethan30","morethan30","2to4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",2,"Tuesday","Toyota","Urban","Monday","May",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",3172,1,400,4,"morethan30","morethan30","1","morethan7","51to65","Yes","No","External","3to5","4to8years","2vehicles","Collision"
"Yes",4,"Wednesday","Honda","Urban","Tuesday","May",1,"Male","Single","PolicyHolder","Sedan","more than 69_000",3173,3,400,1,"morethan30","morethan30","none","new","16to17","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Saturday","Toyota","Urban","Monday","Sep",4,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",3177,5,400,1,"morethan30","morethan30","2to4","morethan7","over65","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",4,"Wednesday","Pontiac","Urban","Tuesday","May",1,"Male","Married","PolicyHolder","Sedan","more than 69_000",3187,1,400,2,"morethan30","morethan30","1","5years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",5,"Thursday","Toyota","Urban","Thursday","Apr",5,"Male","Single","PolicyHolder","Sedan","40_000 to 59_000",3192,16,400,4,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","none","nochange","1vehicle","Collision"
"Yes",5,"Thursday","Toyota","Urban","Thursday","Apr",5,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",3193,2,400,3,"morethan30","morethan30","1","morethan7","51to65","No","No","External","none","4to8years","2vehicles","Collision"
"No",1,"Tuesday","Mazda","Urban","Thursday","Sep",3,"Female","Single","ThirdParty","Sport","20_000 to 29_000",3208,12,400,4,"morethan30","morethan30","none","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",5,"Friday","Pontiac","Urban","Wednesday","May",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",3210,2,400,2,"morethan30","morethan30","1","6years","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Thursday","Honda","Urban","Friday","Aug",4,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",3227,1,400,4,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"No",1,"Tuesday","Toyota","Urban","Thursday","Sep",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",3228,14,400,4,"morethan30","morethan30","morethan4","7years","36to40","Yes","No","External","morethan5","nochange","1vehicle","Collision"
"No",2,"Sunday","Honda","Urban","Monday","Nov",2,"Female","Single","PolicyHolder","Sport","20_000 to 29_000",3234,4,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","1to2","nochange","1vehicle","Liability"
"No",3,"Thursday","Pontiac","Urban","Monday","Mar",4,"Male","Single","PolicyHolder","Sport","20_000 to 29_000",3239,7,400,2,"morethan30","morethan30","2to4","5years","31to35","No","No","External","3to5","nochange","1vehicle","Liability"
"No",5,"Monday","Pontiac","Urban","Monday","Sep",1,"Male","Single","PolicyHolder","Sport","30_000 to 39_000",3248,14,400,3,"morethan30","morethan30","none","6years","31to35","No","No","External","1to2","nochange","1vehicle","Liability"
"Yes",1,"Sunday","Honda","Urban","Tuesday","May",3,"Male","Single","PolicyHolder","Sedan","more than 69_000",3251,1,400,4,"morethan30","morethan30","none","new","16to17","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Monday","Chevrolet","Urban","Tuesday","Apr",4,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",3258,6,400,4,"morethan30","morethan30","none","morethan7","41to50","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",1,"Sunday","Honda","Urban","Tuesday","May",1,"Male","Single","PolicyHolder","Sedan","more than 69_000",3259,1,400,2,"morethan30","morethan30","none","new","16to17","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Tuesday","Toyota","Urban","Tuesday","Mar",3,"Male","Married","PolicyHolder","Sport","40_000 to 59_000",3262,1,400,2,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",3,"Friday","Mazda","Urban","Monday","May",4,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",3265,14,500,1,"morethan30","morethan30","none","7years","36to40","No","No","External","none","2to3years","1vehicle","Collision"
"No",4,"Friday","Pontiac","Urban","Friday","Nov",4,"Female","Single","PolicyHolder","Sport","less than 20_000",2781,13,400,1,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","1to2","nochange","1vehicle","Liability"
"No",4,"Saturday","Pontiac","Urban","Monday","Nov",5,"Male","Single","PolicyHolder","Sport","20_000 to 29_000",2782,11,400,2,"morethan30","morethan30","2to4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"No",4,"Friday","Honda","Urban","Tuesday","Nov",5,"Male","Married","ThirdParty","Sport","20_000 to 29_000",2783,8,400,3,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"Yes",2,"Tuesday","Saturn","Urban","Tuesday","Apr",3,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",2789,1,400,4,"morethan30","morethan30","1","5years","26to30","No","No","External","none","nochange","3to4","AllPerils"
"Yes",2,"Tuesday","Toyota","Urban","Friday","Apr",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",2790,4,400,4,"morethan30","morethan30","1","7years","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",1,"Thursday","Pontiac","Urban","Tuesday","Oct",5,"Male","Single","PolicyHolder","Sport","30_000 to 39_000",2805,15,400,2,"morethan30","morethan30","morethan4","morethan7","36to40","No","No","External","3to5","nochange","1vehicle","Liability"
"Yes",2,"Tuesday","Ford","Urban","Tuesday","Apr",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",2806,15,500,1,"morethan30","morethan30","none","7years","36to40","No","No","External","morethan5","2to3years","1vehicle","AllPerils"
"Yes",2,"Tuesday","Accura","Rural","Wednesday","Apr",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",2809,10,400,2,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Tuesday","Honda","Urban","Wednesday","Aug",4,"Male","Married","PolicyHolder","Sedan","less than 20_000",2812,11,400,1,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",3,"Friday","Chevrolet","Urban","Wednesday","Aug",4,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",2814,12,400,1,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Wednesday","Chevrolet","Urban","Friday","Apr",3,"Male","Married","PolicyHolder","Sedan","more than 69_000",2821,12,400,2,"morethan30","morethan30","none","morethan7","36to40","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Wednesday","Pontiac","Urban","Thursday","Apr",4,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",2822,11,700,4,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","1year","1vehicle","AllPerils"
"No",1,"Friday","Chevrolet","Urban","Friday","Sep",1,"Male","Married","PolicyHolder","Sport","more than 69_000",2830,6,400,3,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","nochange","3to4","Liability"
"No",3,"Friday","Accura","Urban","Wednesday","Aug",5,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",2833,8,400,2,"15to30","15to30","none","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Wednesday","Saab","Urban","Thursday","Jun",4,"Female","Married","PolicyHolder","Sport","30_000 to 39_000",2838,5,400,1,"morethan30","morethan30","2to4","6years","over65","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",3,"Thursday","Honda","Urban","Thursday","May",3,"Male","Married","PolicyHolder","Sport","more than 69_000",2852,8,400,1,"morethan30","morethan30","none","7years","41to50","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Monday","Pontiac","Urban","Friday","Apr",3,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",2857,12,500,2,"morethan30","morethan30","none","7years","36to40","No","No","External","none","2to3years","2vehicles","AllPerils"
"Yes",3,"Friday","Pontiac","Urban","Tuesday","Apr",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",2864,8,400,2,"morethan30","morethan30","2to4","5years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",3,"Friday","Pontiac","Urban","Wednesday","Apr",4,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",2868,8,400,3,"morethan30","morethan30","1","7years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",3,"Friday","Pontiac","Urban","Monday","Apr",3,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",2886,1,400,1,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",3,"Saturday","Toyota","Rural","Thursday","Jun",4,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",2910,3,400,1,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Sunday","Pontiac","Urban","Tuesday","Apr",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",2911,5,400,3,"morethan30","morethan30","none","morethan7","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Tuesday","Honda","Urban","Tuesday","Apr",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",2915,16,700,2,"morethan30","morethan30","1","7years","36to40","No","No","External","3to5","nochange","1vehicle","AllPerils"
"No",3,"Saturday","Toyota","Rural","Tuesday","Apr",3,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",2918,5,400,3,"morethan30","morethan30","1","5years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",3,"Saturday","Ford","Rural","Monday","May",1,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",2923,6,400,4,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",3,"Sunday","Honda","Urban","Wednesday","Apr",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",2939,8,400,4,"morethan30","morethan30","1","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",3,"Thursday","VW","Urban","Friday","Aug",4,"Male","Single","PolicyHolder","Sport","60_000 to 69_000",2947,2,400,4,"morethan30","morethan30","2to4","morethan7","51to65","No","No","External","none","nochange","1vehicle","Liability"
"Yes",3,"Sunday","Mazda","Urban","Wednesday","Apr",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",2954,8,400,2,"morethan30","morethan30","2to4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",3,"Monday","Honda","Urban","Thursday","Apr",4,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",2963,16,400,1,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",5,"Tuesday","Chevrolet","Urban","Wednesday","Aug",5,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",2965,11,400,2,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",3,"Monday","Honda","Urban","Tuesday","Apr",3,"Male","Single","PolicyHolder","Sport","more than 69_000",2968,11,400,4,"morethan30","morethan30","morethan4","new","16to17","No","No","External","none","nochange","1vehicle","Liability"
"No",2,"Sunday","Chevrolet","Urban","Wednesday","Dec",2,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",2973,8,400,4,"morethan30","morethan30","1","6years","31to35","No","No","External","1to2","nochange","1vehicle","Collision"
"Yes",3,"Monday","Honda","Urban","Wednesday","May",2,"Male","Married","PolicyHolder","Sport","more than 69_000",2974,6,400,4,"morethan30","morethan30","none","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",2,"Friday","Pontiac","Urban","Monday","Mar",5,"Male","Married","PolicyHolder","Sedan","less than 20_000",2988,2,400,3,"morethan30","morethan30","2to4","6years","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",3,"Wednesday","Pontiac","Urban","Thursday","May",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",3000,2,400,4,"morethan30","morethan30","1","6years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",3,"Wednesday","Pontiac","Urban","Monday","May",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",3011,10,400,4,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Thursday","Saab","Urban","Saturday","Sep",2,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",1506,15,400,4,"morethan30","morethan30","2to4","7years","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Tuesday","Pontiac","Urban","Friday","Apr",4,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",1514,1,400,1,"morethan30","morethan30","2to4","7years","36to40","No","No","External","3to5","nochange","1vehicle","Collision"
"Yes",4,"Thursday","Pontiac","Urban","Monday","Apr",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1521,15,400,3,"morethan30","morethan30","none","7years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Wednesday","Toyota","Urban","Thursday","May",2,"Female","Single","PolicyHolder","Sport","20_000 to 29_000",1537,9,400,2,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"Yes",4,"Friday","Honda","Urban","Monday","Mar",4,"Male","Single","PolicyHolder","Sedan","more than 69_000",1556,10,400,2,"morethan30","morethan30","none","new","16to17","Yes","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Friday","Pontiac","Urban","Thursday","Mar",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1559,6,400,2,"morethan30","morethan30","1","7years","over65","No","No","External","morethan5","nochange","3to4","Collision"
"Yes",4,"Saturday","Pontiac","Urban","Monday","Feb",5,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",1588,13,400,3,"morethan30","morethan30","1","5years","26to30","Yes","Yes","External","1to2","nochange","1vehicle","Collision"
"No",3,"Saturday","Chevrolet","Urban","Thursday","Jul",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",1590,6,400,2,"morethan30","morethan30","1","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",2,"Monday","Toyota","Urban","Tuesday","Oct",2,"Male","Married","PolicyHolder","Sedan","more than 69_000",1598,11,400,1,"morethan30","morethan30","morethan4","morethan7","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Saturday","Honda","Urban","Tuesday","Mar",1,"Male","Single","PolicyHolder","Sport","more than 69_000",1599,7,400,4,"8to15","15to30","none","5years","26to30","No","No","External","none","nochange","1vehicle","Collision"
"Yes",4,"Sunday","Pontiac","Urban","Tuesday","Mar",2,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",1600,5,400,4,"morethan30","morethan30","2to4","morethan7","51to65","No","No","External","morethan5","nochange","3to4","AllPerils"
"No",5,"Monday","Honda","Urban","Friday","Apr",1,"Male","Single","ThirdParty","Sedan","more than 69_000",1618,6,400,4,"morethan30","morethan30","none","new","16to17","No","No","External","none","4to8years","2vehicles","Collision"
